id,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Outage_Risk
3331,299.0,308.6,1302.18,,,539.39,0
3332,302.6,311.6,1886.67,19.2,174.0,687.64,1
3333,300.3,311.6,1454.75,32.5,115.0,709.43,0
3334,300.2,311.6,1583.22,26.4,20.0,579.56,1
3335,,310.7,1352.57,43.3,201.0,709.78,0
3336,298.2,308.3,1426.22,33.2,,658.29,0
3337,,310.2,1293.27,43.0,108.0,556.79,0
3338,,309.9,1313.91,42.8,185.0,415.4,0
3339,298.8,308.9,1629.14,25.0,57.0,583.2,0
3340,297.4,308.4,1243.16,57.4,52.0,585.98,0
3341,300.2,311.6,1326.89,47.3,66.0,706.97,0
3342,299.8,311.1,1341.32,38.1,176.0,630.08,0
3343,300.4,310.2,1296.73,43.2,,614.37,0
3344,300.5,311.2,1132.44,67.5,208.0,415.83,0
3345,302.6,312.1,1147.33,68.5,0.0,538.1,0
3346,301.1,311.3,1468.89,35.6,34.0,645.92,0
3347,302.0,311.4,1448.1,,30.0,577.39,1
3348,299.5,310.0,1331.55,38.5,52.0,601.71,0
3349,301.9,311.2,1281.8,44.2,16.0,505.29,0
3350,297.2,308.5,2211.95,14.0,166.0,907.19,1
3351,299.3,309.0,1304.94,46.5,121.0,568.69,0
3352,302.8,310.8,1379.58,39.5,23.0,620.87,1
3353,,310.5,1399.56,38.3,,440.09,1
3354,298.9,310.2,1282.9,46.5,,480.36,0
3355,300.4,311.8,1414.29,,0.0,651.97,1
3356,298.9,309.8,1245.7,49.9,21.0,443.06,0
3357,302.1,311.0,1564.83,30.8,182.0,610.44,0
3358,298.0,308.5,1505.32,31.0,198.0,500.42,0
3359,,308.4,1337.93,42.0,15.0,505.67,0
3360,302.0,310.6,1309.41,43.2,12.0,547.74,1
3361,298.5,309.6,1353.8,26.4,100.0,830.23,0
3362,297.6,309.7,1359.91,33.7,165.0,544.12,0
3363,297.3,307.9,1400.48,34.4,193.0,569.44,1
3364,301.5,310.6,1371.13,41.9,204.0,775.74,0
3365,302.6,311.0,1384.51,39.7,,476.49,0
3366,301.5,310.5,1266.24,48.0,124.0,542.29,0
3367,297.3,308.8,1336.8,44.1,150.0,674.89,0
3368,300.5,311.6,1360.44,47.2,202.0,486.79,0
3369,300.6,309.8,1486.37,37.6,162.0,581.9,1
3370,300.2,311.4,1344.31,44.4,141.0,507.95,0
3371,301.7,310.6,1490.18,34.5,216.0,492.14,0
3372,298.1,307.7,1281.61,47.4,142.0,529.49,0
3373,301.5,311.1,1904.52,18.7,103.0,766.03,1
3374,301.3,310.9,1361.21,41.7,16.0,575.81,0
3375,299.3,309.1,1296.65,47.9,131.0,442.32,0
3376,303.4,312.6,2429.2,9.8,65.0,880.93,1
3377,298.4,309.3,1335.46,39.3,192.0,487.09,0
3378,300.6,309.6,1683.1,20.5,133.0,642.92,1
3379,299.8,311.2,1242.51,46.2,,468.32,0
3380,302.4,312.0,1313.06,39.7,18.0,581.2,0
3381,302.6,,1370.47,35.0,215.0,640.75,0
3382,,310.1,1740.49,23.7,83.0,850.15,1
3383,300.4,311.4,1221.19,56.2,122.0,384.44,0
3384,297.2,308.5,1439.13,31.6,197.0,546.63,0
3385,299.4,,1303.02,40.1,7.0,502.63,0
3386,303.7,313.0,1319.38,39.9,137.0,441.5,0
3387,302.1,310.1,1399.2,35.8,164.0,576.24,0
3388,301.3,311.1,1303.24,43.0,,378.06,0
3389,302.3,,1181.5,62.5,109.0,460.14,0
3390,301.4,309.9,1143.66,63.9,20.0,444.44,0
3391,300.2,309.5,1963.39,17.8,39.0,676.55,1
3392,298.8,308.6,1373.91,41.2,40.0,586.02,0
3393,297.0,308.2,1411.99,29.4,130.0,532.5,0
3394,302.4,310.3,1279.89,52.5,161.0,500.94,0
3395,300.6,311.8,1490.62,27.2,52.0,626.82,0
3396,301.3,310.1,1320.88,39.7,179.0,396.59,0
3397,298.0,308.7,1379.88,45.8,114.0,570.28,0
3398,,309.0,1314.3,38.5,34.0,476.16,0
3399,298.2,309.0,1430.63,31.7,155.0,612.54,0
3400,302.5,311.8,1196.91,52.7,135.0,542.54,0
3401,301.7,310.0,1242.52,50.6,195.0,510.0,1
3402,300.4,310.2,1256.67,47.3,5.0,403.3,0
3403,298.6,310.0,1371.73,40.3,32.0,482.36,0
3404,300.4,310.4,1355.17,46.3,48.0,589.44,0
3405,300.9,310.3,1178.45,48.8,150.0,468.58,0
3406,302.1,311.6,1552.69,26.2,46.0,671.6,0
3407,,311.6,1303.12,48.0,203.0,528.7,0
3408,300.8,,1276.01,44.5,89.0,454.8,0
3409,298.8,309.8,1395.54,36.3,69.0,557.15,0
3410,297.3,309.0,1379.11,,171.0,517.99,0
3411,298.2,308.9,1211.88,54.4,,436.71,0
3412,301.1,310.6,1299.26,52.7,35.0,646.6,0
3413,300.3,311.4,1246.58,,119.0,397.25,0
3414,299.0,308.7,1318.74,40.2,30.0,473.27,0
3415,,311.5,1404.67,31.8,195.0,653.79,1
3416,299.6,311.1,1526.67,30.7,129.0,753.14,1
3417,296.3,307.2,1228.84,,24.0,357.7,0
3418,301.1,311.7,1262.64,46.3,135.0,446.46,0
3419,299.9,311.4,1347.25,44.9,108.0,602.44,0
3420,303.8,313.1,1368.6,39.8,150.0,677.65,0
3421,301.7,310.7,1491.33,31.9,192.0,319.86,0
3422,298.2,308.2,1291.37,38.2,61.0,632.35,0
3423,298.2,309.0,1211.18,50.3,150.0,514.27,0
3424,303.8,312.8,1482.46,35.8,143.0,543.51,1
3425,303.3,311.4,1251.52,59.1,4.0,480.74,0
3426,301.1,311.1,1426.36,41.6,202.0,481.19,1
3427,299.2,308.2,1523.24,28.2,14.0,528.54,1
3428,303.3,312.6,1439.09,34.6,102.0,533.56,0
3429,297.2,307.9,1359.68,37.1,164.0,587.1,1
3430,296.7,307.8,1296.35,46.0,33.0,553.19,0
3431,298.2,307.6,1332.02,48.6,204.0,699.24,0
3432,298.2,308.6,1202.39,54.1,38.0,477.17,1
3433,300.8,309.7,1357.76,54.9,168.0,440.02,1
3434,302.3,311.1,1215.24,53.0,181.0,608.3,0
3435,298.2,308.8,1296.36,51.9,153.0,388.94,0
3436,303.7,312.2,1476.9,34.9,92.0,505.3,1
3437,298.0,308.5,1496.2,28.3,196.0,609.28,1
3438,300.4,311.1,1235.82,50.8,189.0,463.76,0
3439,297.7,309.1,1298.08,38.8,165.0,536.37,0
3440,297.8,307.5,1492.85,29.9,144.0,651.05,0
3441,301.3,310.4,1231.39,50.1,88.0,262.19,0
3442,299.9,309.2,1507.37,,16.0,581.27,0
3443,297.0,308.1,1207.08,51.4,76.0,242.59,0
3444,298.5,309.5,1416.4,,132.0,662.19,0
3445,299.6,308.9,1286.39,53.2,120.0,549.71,1
3446,301.2,310.0,1358.35,37.6,32.0,454.45,0
3447,297.0,307.7,1180.87,60.1,128.0,479.32,0
3448,301.8,310.2,1446.16,34.2,217.0,547.43,0
3449,298.9,308.7,1445.07,34.1,99.0,790.94,0
3450,300.2,311.6,1294.74,41.4,,598.04,0
3451,300.9,310.9,1092.5,66.4,109.0,564.72,0
3452,,313.0,1272.55,38.2,117.0,567.04,0
3453,302.1,311.2,1284.44,50.3,146.0,558.64,0
3454,300.6,311.9,1250.39,60.1,212.0,602.82,0
3455,298.1,309.2,1320.39,45.8,80.0,593.44,0
3456,298.9,308.8,1365.25,32.7,53.0,497.23,0
3457,297.7,309.2,1205.62,,170.0,344.64,0
3458,298.9,,1441.35,30.2,162.0,626.65,1
3459,297.4,308.2,1232.63,46.9,199.0,560.14,0
3460,301.7,311.2,1300.24,43.6,154.0,631.52,1
3461,298.8,310.1,1432.1,36.2,181.0,546.13,1
3462,297.3,,1247.61,48.1,23.0,336.2,0
3463,300.4,310.5,2168.26,14.5,12.0,839.21,1
3464,297.5,308.5,1370.6,38.5,93.0,596.62,0
3465,301.4,310.5,1290.65,45.3,183.0,458.8,1
3466,300.9,312.0,1239.53,42.7,212.0,472.02,0
3467,300.2,311.5,1351.98,40.8,17.0,426.41,0
3468,301.4,310.6,1500.82,31.1,171.0,464.55,0
3469,301.6,310.4,1237.22,45.4,156.0,553.81,1
3470,296.5,307.3,1414.69,34.5,166.0,431.39,0
3471,298.8,308.8,1283.79,40.5,63.0,617.29,0
3472,302.1,311.3,1454.89,30.6,50.0,530.36,0
3473,296.2,306.8,1229.0,53.3,132.0,467.2,0
3474,300.6,309.7,1306.09,43.8,18.0,708.75,0
3475,297.8,309.8,1378.19,36.8,198.0,577.08,0
3476,303.8,312.9,1584.93,27.8,66.0,695.37,1
3477,301.2,310.9,1431.46,,164.0,660.17,0
3478,299.7,309.3,1249.72,41.9,221.0,571.39,0
3479,299.4,,1276.49,42.5,87.0,590.15,0
3480,,309.2,1852.83,19.6,40.0,712.26,0
3481,300.4,311.8,1526.53,30.0,165.0,576.76,0
3482,297.8,308.3,1316.95,44.8,170.0,518.19,0
3483,302.7,312.1,1468.56,32.5,148.0,609.03,1
3484,299.8,309.2,1378.6,44.4,214.0,495.37,1
3485,302.0,310.7,1213.35,58.1,83.0,537.79,0
3486,298.5,308.3,1642.05,24.7,27.0,545.28,1
3487,298.2,308.3,1348.2,36.0,92.0,563.05,0
3488,297.6,308.5,1356.23,52.6,26.0,685.42,0
3489,,313.0,1524.39,30.4,171.0,672.01,1
3490,297.6,309.5,1397.33,34.9,68.0,390.54,0
3491,300.9,311.4,1247.01,42.7,121.0,381.0,0
3492,295.5,306.0,1463.21,29.5,176.0,555.62,1
3493,298.8,308.6,1675.23,22.5,82.0,767.7,0
3494,300.9,,1344.07,39.0,10.0,307.75,0
3495,300.6,309.6,1498.0,30.7,78.0,659.69,0
3496,298.9,310.3,1402.99,35.2,50.0,497.4,0
3497,303.9,313.0,1458.69,31.4,209.0,581.58,0
3498,297.6,308.6,1125.2,45.8,31.0,510.93,0
3499,301.6,310.4,1215.02,44.9,161.0,408.72,0
3500,,311.7,1356.1,51.4,170.0,451.81,0
3501,298.8,309.8,1704.86,22.0,134.0,698.74,0
3502,299.1,308.3,1172.05,61.4,17.0,544.95,0
3503,,308.4,1334.75,52.1,36.0,466.06,0
3504,299.0,310.3,1425.28,34.4,83.0,463.88,0
3505,303.7,,1359.48,40.7,59.0,522.91,0
3506,300.7,311.6,1227.85,62.5,36.0,484.55,0
3507,299.9,310.5,1390.88,32.8,213.0,554.09,0
3508,301.5,310.7,1333.41,43.6,56.0,673.78,0
3509,299.0,310.1,1679.1,21.2,13.0,615.06,0
3510,298.8,309.7,1881.68,19.0,133.0,770.8,1
3511,302.5,312.0,1394.95,35.7,167.0,631.72,0
3512,302.4,311.1,1290.75,51.8,178.0,517.6,0
3513,301.9,310.8,1424.45,39.2,39.0,737.55,0
3514,298.1,308.8,1433.29,37.6,12.0,554.59,0
3515,302.2,310.1,1244.91,51.6,12.0,665.8,0
3516,299.7,309.0,1257.45,49.2,85.0,390.13,0
3517,300.5,311.5,1495.92,35.9,110.0,564.78,1
3518,300.5,311.4,1328.0,41.5,66.0,586.6,0
3519,299.0,309.9,1219.87,55.7,201.0,447.02,1
3520,296.9,307.9,1471.52,29.9,177.0,548.03,1
3521,297.3,308.8,1444.44,32.7,,677.26,0
3522,298.5,309.4,1365.64,40.2,45.0,636.63,0
3523,296.7,307.8,1364.38,36.3,233.0,408.62,0
3524,297.8,308.8,1278.43,,101.0,603.34,0
3525,302.3,311.3,1357.59,50.8,123.0,556.24,0
3526,302.7,310.6,1506.71,26.3,9.0,736.13,1
3527,302.6,312.1,1303.88,42.0,181.0,527.51,0
3528,302.1,311.2,1352.98,45.0,162.0,657.93,0
3529,298.1,308.9,1242.53,41.9,113.0,444.74,0
3530,297.5,308.9,1556.86,28.1,189.0,459.04,1
3531,301.8,310.7,1415.14,41.7,72.0,514.95,0
3532,299.2,308.9,1384.72,37.9,,689.42,0
3533,302.4,310.1,1277.94,48.8,177.0,464.19,1
3534,300.9,312.1,1652.16,23.0,156.0,660.16,1
3535,298.6,309.6,1244.52,48.6,25.0,546.54,0
3536,298.2,307.6,1214.81,54.5,82.0,564.11,0
3537,298.1,,1433.77,37.0,29.0,712.0,0
3538,301.3,310.1,1388.01,36.3,184.0,477.61,0
3539,300.5,311.7,1318.67,44.8,83.0,529.69,0
3540,301.0,,1633.47,25.0,142.0,776.75,1
3541,,309.6,1433.96,34.2,197.0,632.27,1
3542,301.5,310.5,1634.33,25.5,121.0,692.91,1
3543,301.3,310.8,1355.52,29.5,62.0,626.33,1
3544,301.4,310.8,1358.61,38.0,168.0,591.89,0
3545,298.2,309.0,1442.13,35.8,43.0,682.53,0
3546,303.3,311.4,1351.31,43.4,65.0,565.52,0
3547,301.9,310.8,1492.27,29.8,94.0,566.52,1
3548,297.8,309.2,1179.06,61.2,12.0,472.44,0
3549,,311.2,1324.08,47.9,154.0,428.01,0
3550,303.8,312.8,1267.31,40.7,145.0,590.59,0
3551,298.2,309.0,1234.5,55.7,23.0,387.6,0
3552,300.3,309.6,1420.15,34.6,177.0,558.87,0
3553,302.3,311.4,1222.59,46.0,86.0,441.95,0
3554,298.7,309.7,1684.5,21.7,29.0,804.84,0
3555,303.0,311.2,1422.71,38.9,188.0,473.73,1
3556,300.3,311.7,1468.67,29.9,193.0,700.87,1
3557,297.4,308.4,1185.88,40.0,61.0,373.91,0
3558,298.7,,1413.02,35.2,159.0,512.9,1
3559,,308.6,1208.08,53.0,39.0,505.18,0
3560,298.2,,1561.01,26.6,168.0,644.7,1
3561,299.8,311.2,1526.92,29.2,148.0,533.55,1
3562,296.7,307.4,1403.17,38.7,45.0,557.13,0
3563,303.9,313.2,1431.2,40.7,74.0,495.41,0
3564,301.4,310.5,1238.11,48.4,131.0,627.15,0
3565,298.1,308.2,1341.41,37.9,17.0,469.78,0
3566,298.0,309.4,1145.26,65.9,50.0,402.34,1
3567,299.0,310.2,1220.51,48.0,174.0,526.6,0
3568,297.4,308.6,1368.7,29.1,163.0,521.27,0
3569,301.4,310.9,1258.37,38.8,162.0,303.7,0
3570,300.7,310.8,1322.7,46.4,,583.27,0
3571,300.7,310.6,1206.0,54.5,19.0,426.07,0
3572,303.0,312.3,1357.03,38.8,114.0,485.87,1
3573,300.9,310.4,1238.89,44.7,87.0,567.62,0
3574,298.0,309.2,1320.13,42.9,101.0,454.32,0
3575,299.5,309.0,1270.25,49.7,207.0,607.66,1
3576,299.1,310.5,1381.63,36.6,62.0,489.08,0
3577,299.0,310.3,1287.1,39.9,78.0,612.81,0
3578,301.0,310.7,1330.1,37.6,116.0,633.17,0
3579,299.3,309.1,1375.12,39.1,147.0,655.29,0
3580,297.2,308.3,1639.19,27.5,38.0,707.48,1
3581,298.0,308.5,1427.85,33.0,24.0,618.23,1
3582,297.5,309.2,1217.02,55.8,188.0,392.05,0
3583,298.5,310.2,1500.7,32.7,18.0,647.9,1
3584,298.8,310.3,1412.28,41.8,91.0,433.34,0
3585,296.6,307.5,1409.04,37.9,197.0,504.85,0
3586,298.2,308.9,1251.36,44.3,68.0,399.86,0
3587,302.5,311.5,1244.85,52.7,139.0,466.0,0
3588,300.6,310.0,1279.01,49.5,174.0,367.44,0
3589,302.2,,1321.22,40.4,111.0,497.44,0
3590,301.1,311.1,1549.51,29.1,,586.13,1
3591,300.3,311.7,1255.67,47.9,222.0,554.49,0
3592,299.9,309.9,1489.53,42.1,159.0,665.61,0
3593,302.3,310.7,1384.68,37.8,137.0,556.96,0
3594,300.7,310.8,1441.3,30.5,38.0,463.69,1
3595,302.3,311.4,1277.2,40.3,133.0,598.88,0
3596,297.8,308.9,1350.57,33.5,26.0,398.74,0
3597,302.0,311.1,1255.09,55.7,157.0,460.89,0
3598,298.0,307.7,1263.76,45.6,140.0,342.16,0
3599,301.5,310.5,1244.09,44.5,117.0,669.83,0
3600,297.9,308.9,1277.55,39.6,45.0,433.47,0
3601,298.8,,1307.59,,138.0,521.34,0
3602,300.2,311.4,1759.52,20.9,20.0,739.64,1
3603,300.6,310.5,1371.78,37.0,91.0,448.21,0
3604,300.4,311.8,1315.95,45.1,0.0,621.66,0
3605,298.9,310.4,1639.24,25.4,81.0,781.0,1
3606,297.4,308.2,1249.93,51.9,117.0,435.73,0
3607,301.9,310.3,1790.89,21.3,67.0,764.77,1
3608,300.2,309.8,1337.7,45.7,41.0,549.66,0
3609,299.2,310.2,1281.93,47.0,183.0,456.31,0
3610,300.8,310.9,1364.33,41.7,115.0,669.21,0
3611,302.5,310.5,1286.51,36.5,43.0,429.31,0
3612,300.5,309.5,1486.58,34.2,62.0,565.37,0
3613,300.5,310.0,1369.06,45.1,86.0,556.19,0
3614,301.4,310.7,1772.11,21.8,,622.93,0
3615,301.3,310.0,1219.22,54.8,186.0,477.65,0
3616,301.0,311.0,1282.68,56.0,33.0,467.62,1
3617,299.5,308.7,1288.54,45.7,173.0,601.05,0
3618,298.0,307.7,1278.75,43.9,205.0,597.18,0
3619,299.4,,1382.74,41.5,29.0,608.17,1
3620,300.5,309.5,1233.06,55.6,2.0,513.35,0
3621,298.7,308.4,1516.61,28.7,195.0,623.72,1
3622,299.8,309.2,1520.51,29.8,202.0,423.97,0
3623,300.9,310.3,1308.55,47.6,140.0,671.02,0
3624,303.9,313.1,1272.69,41.1,12.0,421.08,0
3625,297.7,307.6,1659.33,21.9,61.0,645.91,0
3626,301.3,311.1,1435.97,30.9,31.0,917.56,0
3627,298.9,310.1,1349.9,38.0,52.0,596.31,0
3628,297.6,,1377.59,37.0,106.0,508.23,0
3629,297.9,309.0,1458.79,29.0,26.0,779.69,0
3630,301.7,309.9,1377.98,40.9,,472.54,1
3631,298.8,309.9,1213.02,61.6,46.0,432.16,0
3632,300.9,310.8,1517.59,30.2,188.0,599.06,1
3633,303.8,,1245.85,50.2,178.0,506.12,0
3634,303.6,312.1,1751.13,20.9,2.0,678.92,1
3635,301.2,310.6,1653.34,24.0,84.0,642.52,1
3636,302.8,,1460.15,32.9,159.0,680.74,0
3637,303.9,312.7,1345.97,38.4,177.0,640.65,0
3638,299.7,309.1,1197.53,46.1,,583.02,0
3639,301.2,312.4,1233.88,47.8,90.0,417.23,1
3640,300.5,309.9,1572.83,27.0,107.0,683.2,0
3641,302.3,,1343.74,47.3,2.0,662.22,0
3642,298.1,,1340.66,44.7,54.0,652.14,0
3643,298.4,309.3,1261.3,53.6,5.0,491.78,0
3644,298.2,307.6,1195.68,,,364.75,0
3645,,309.6,1254.75,42.4,57.0,390.5,0
3646,298.2,308.3,1526.13,32.0,202.0,482.65,1
3647,300.1,309.1,1380.82,33.7,214.0,476.28,1
3648,300.7,311.2,1686.47,24.3,24.0,752.22,1
3649,302.2,311.3,1389.71,37.3,207.0,552.03,0
3650,296.7,307.9,1566.87,27.9,55.0,489.38,1
3651,297.5,309.1,1461.44,30.2,211.0,729.07,0
3652,299.2,308.4,1671.1,23.9,4.0,710.57,1
3653,298.4,309.6,1339.45,35.6,101.0,448.48,0
3654,303.2,312.4,1499.41,33.7,71.0,657.41,0
3655,298.0,307.7,1286.52,,204.0,422.85,0
3656,299.4,309.1,1511.95,35.9,68.0,653.04,0
3657,,311.2,1349.89,39.3,155.0,466.88,0
3658,301.7,310.8,1240.82,50.7,,487.64,0
3659,296.2,307.3,1312.08,42.8,11.0,515.6,0
3660,300.7,311.9,1323.39,35.8,32.0,480.87,0
3661,300.7,310.8,1636.05,21.4,59.0,643.4,1
3662,298.1,309.0,1259.43,36.2,95.0,437.95,1
3663,298.9,310.0,1195.65,58.2,163.0,570.31,0
3664,301.0,312.2,1330.65,41.5,140.0,490.24,0
3665,302.2,311.4,1269.47,46.5,60.0,438.22,0
3666,297.0,307.8,1539.47,32.3,197.0,516.96,1
3667,300.6,310.6,1747.25,22.0,24.0,749.1,0
3668,299.0,308.9,1370.86,41.1,20.0,548.77,0
3669,297.9,307.7,1451.34,35.9,92.0,611.78,1
3670,300.8,310.7,1328.99,42.8,173.0,500.19,1
3671,295.5,306.1,1642.23,24.3,164.0,691.18,1
3672,303.6,312.6,1442.74,33.6,184.0,706.89,0
3673,299.8,309.4,1473.06,27.5,29.0,596.65,1
3674,298.1,307.7,1448.44,30.7,145.0,579.27,1
3675,303.4,311.8,1178.2,61.0,215.0,313.55,0
3676,302.6,310.3,1502.1,34.2,14.0,780.69,1
3677,297.1,307.8,1511.1,27.6,181.0,605.35,1
3678,299.8,310.4,1400.67,36.4,0.0,587.09,1
3679,299.9,309.3,1329.53,40.4,59.0,559.02,0
3680,298.2,309.0,1276.61,,87.0,588.09,0
3681,302.2,311.2,1468.6,36.0,169.0,594.68,1
3682,303.3,,1500.69,32.7,76.0,503.8,0
3683,301.1,309.8,1356.16,38.9,149.0,575.21,1
3684,298.5,308.8,1384.38,36.0,21.0,503.82,0
3685,300.1,310.2,1329.22,,53.0,418.39,0
3686,,309.1,1406.26,32.0,32.0,628.84,1
3687,297.4,308.3,1318.8,41.2,43.0,648.75,0
3688,299.0,310.6,1435.21,34.2,141.0,599.8,0
3689,301.8,310.8,1459.09,37.8,59.0,521.32,1
3690,298.8,308.5,1296.26,37.0,11.0,604.33,0
3691,300.5,309.5,1598.43,23.6,0.0,744.59,1
3692,298.0,309.9,1428.98,33.9,40.0,585.7,0
3693,302.3,311.8,1281.29,44.8,98.0,647.66,0
3694,300.4,310.6,1387.11,35.6,16.0,653.64,0
3695,299.0,310.3,1411.24,40.0,181.0,539.56,0
3696,298.3,309.2,1341.08,28.3,130.0,508.17,0
3697,300.6,310.3,1477.16,30.5,217.0,610.5,0
3698,302.4,310.2,1483.25,28.0,164.0,649.79,1
3699,297.4,308.5,1169.26,52.1,130.0,403.84,0
3700,301.4,310.6,1309.73,,27.0,720.71,0
3701,298.9,310.6,1206.25,52.6,190.0,482.66,0
3702,300.0,311.3,1454.08,32.1,55.0,493.53,0
3703,302.8,310.6,1474.62,37.9,,672.91,1
3704,,311.8,1248.78,44.8,101.0,328.65,0
3705,302.2,311.3,1406.6,36.1,0.0,424.19,1
3706,300.8,311.6,1416.35,36.0,23.0,526.65,0
3707,300.9,311.0,1820.86,20.2,138.0,576.88,1
3708,304.2,313.5,1309.73,50.1,100.0,586.74,0
3709,297.1,308.4,1212.39,46.6,176.0,376.39,1
3710,300.4,311.5,1587.19,27.3,116.0,655.2,1
3711,298.7,309.8,1203.42,53.6,134.0,453.32,0
3712,299.7,310.3,1260.74,,2.0,370.44,0
3713,300.0,,1196.63,61.9,80.0,396.44,0
3714,301.5,310.8,1197.46,58.5,13.0,338.15,0
3715,301.1,310.5,1359.53,44.1,103.0,698.92,0
3716,303.5,312.6,1353.4,39.0,21.0,390.45,0
3717,299.0,308.9,1486.33,,42.0,685.51,0
3718,301.4,310.7,1527.89,32.3,5.0,618.27,0
3719,299.6,,1342.81,28.5,117.0,619.32,0
3720,296.2,307.2,1214.11,43.6,22.0,488.21,0
3721,301.6,310.9,1455.51,34.1,56.0,647.23,0
3722,298.1,307.8,1410.89,35.3,119.0,547.03,0
3723,297.0,307.8,1353.1,40.2,190.0,626.63,0
3724,301.0,310.9,1428.21,34.6,150.0,607.85,1
3725,300.5,310.5,2384.98,12.2,17.0,917.48,1
3726,301.1,311.0,1705.71,21.7,28.0,761.54,0
3727,298.0,308.9,1359.27,36.7,104.0,571.43,0
3728,300.1,310.4,1402.28,38.1,92.0,449.61,1
3729,299.3,308.5,1166.84,60.6,44.0,327.97,0
3730,298.6,310.0,1361.13,37.5,27.0,562.42,1
3731,299.0,308.8,1255.38,58.5,,328.1,0
3732,300.0,311.4,1509.79,29.0,,737.18,0
3733,301.9,310.9,1594.31,28.4,103.0,510.74,0
3734,299.0,310.4,1392.71,,120.0,604.09,0
3735,,307.7,1230.24,62.3,100.0,489.83,0
3736,,310.7,1609.01,26.1,123.0,513.71,1
3737,301.1,311.0,1250.88,46.6,30.0,483.84,0
3738,,310.5,1342.67,30.7,76.0,661.85,0
3739,295.6,306.3,1481.98,,56.0,491.26,0
3740,301.9,310.9,1317.9,43.6,45.0,515.55,0
3741,300.2,309.6,1386.65,35.8,,498.18,1
3742,301.5,310.5,1322.27,,189.0,727.04,0
3743,300.1,309.6,1466.4,38.0,,662.0,1
3744,298.3,309.1,1291.31,60.5,143.0,670.48,0
3745,297.5,308.3,2277.79,12.8,127.0,877.65,1
3746,300.6,310.4,1274.41,47.7,120.0,255.76,1
3747,300.9,310.7,1269.18,44.2,97.0,480.6,0
3748,302.5,311.1,1671.62,23.3,203.0,521.32,1
3749,297.6,308.4,1283.99,,86.0,641.19,0
3750,302.7,310.5,1686.38,22.7,207.0,589.11,1
3751,300.4,311.8,1269.35,47.9,58.0,530.26,0
3752,299.6,310.2,1331.76,42.7,81.0,443.11,0
3753,301.3,310.9,1358.21,,159.0,571.28,0
3754,,309.7,1169.21,50.2,179.0,625.68,0
3755,,309.2,1427.79,41.6,62.0,470.25,0
3756,301.0,310.9,1357.67,41.8,,415.57,0
3757,303.4,312.2,1441.94,32.7,195.0,624.27,0
3758,302.2,311.4,1872.08,19.2,31.0,731.9,1
3759,298.9,310.1,1592.27,25.0,156.0,744.15,1
3760,301.2,310.7,1415.85,32.9,40.0,633.24,0
3761,298.3,307.9,1279.16,,176.0,385.08,0
3762,298.2,308.4,1275.4,47.6,179.0,392.21,0
3763,302.4,310.1,1384.36,32.9,132.0,744.91,0
3764,301.0,310.9,1345.54,44.3,,655.26,0
3765,300.4,309.7,1543.44,31.1,113.0,786.32,0
3766,301.8,310.0,1593.63,23.9,198.0,553.84,1
3767,299.7,309.1,1252.58,50.1,187.0,481.57,1
3768,,312.2,1557.68,30.7,5.0,633.46,1
3769,297.8,308.9,1339.63,40.4,2.0,371.56,1
3770,302.2,311.3,1343.83,36.6,91.0,648.27,1
3771,299.8,309.5,1424.62,28.5,23.0,547.69,1
3772,298.9,309.9,1460.83,31.3,98.0,606.72,0
3773,299.6,308.9,1514.66,27.8,161.0,442.32,1
3774,298.9,308.6,1458.23,31.0,180.0,661.37,0
3775,301.3,311.0,1384.71,35.1,204.0,568.68,1
3776,299.8,310.8,1225.49,48.6,159.0,411.1,0
3777,299.8,,1569.33,25.5,171.0,622.8,1
3778,302.4,311.0,1303.35,47.9,79.0,540.82,0
3779,303.4,312.3,1525.01,30.6,67.0,445.49,0
3780,302.1,311.4,1287.06,36.2,47.0,475.94,0
3781,300.5,312.0,1569.7,27.7,46.0,577.47,1
3782,299.0,310.2,1275.22,42.2,87.0,529.36,0
3783,303.8,,1619.93,28.1,170.0,537.61,0
3784,,310.6,1316.98,41.7,184.0,575.31,0
3785,299.4,308.6,1536.97,26.8,107.0,668.86,0
3786,301.1,311.2,1262.65,49.4,48.0,487.23,1
3787,297.1,307.8,1301.67,60.4,133.0,615.96,0
3788,299.6,310.1,1242.23,48.7,96.0,471.11,0
3789,301.9,,1314.33,47.8,179.0,493.27,0
3790,300.2,309.4,1323.23,48.8,205.0,603.81,0
3791,297.4,308.3,1290.36,42.0,111.0,602.44,0
3792,300.9,310.6,1563.36,29.2,158.0,439.01,0
3793,300.4,311.7,1368.3,33.0,200.0,586.26,0
3794,301.2,311.2,1425.24,34.1,204.0,611.99,0
3795,,311.0,1380.13,40.6,205.0,480.49,0
3796,297.5,308.8,1304.37,46.1,147.0,505.45,0
3797,299.2,308.5,1197.64,49.7,74.0,725.11,0
3798,299.9,310.4,1221.2,53.3,201.0,430.44,1
3799,299.8,309.7,1542.88,28.5,103.0,570.9,0
3800,300.2,310.2,1314.84,42.9,191.0,508.58,0
3801,300.4,311.5,1255.12,44.6,96.0,382.13,0
3802,297.7,309.7,1395.52,41.0,176.0,314.22,0
3803,300.1,309.1,1569.74,30.4,92.0,681.72,0
3804,302.3,310.1,1385.81,46.0,184.0,541.39,0
3805,298.0,309.2,1492.09,36.6,22.0,431.75,0
